full_text,tweet_url,username,compound,positive,negative,neutral,textblob_polarity,ensemble_score,sentiment_label
Generative AI Requires Broad Labor Policy Considerations by @EdFelten (@Princeton) @Manav_Raj_ (@Wharton) and @RobSeamans (@NYUStern) asks whether and under what conditions #GenerativeAI automates or augments workers. https://t.co/7KGoy9C8vI https://t.co/NfZhYskIFA,https://x.com/CACMmag/status/1815473909950468374,CACMmag,0.0,0.0,0.0,1.0,0.0625,0.025,Neutral
A Bain study on how customers experience all the new generative AI features on e-commerce sites. Optimistic and curious but not impressed by chatbots that don t help the experience. https://t.co/sZjibAGGqY #GenerativeAI #AI #CX,https://x.com/thomjeff/status/1858892258122068125,thomjeff,0.3651,0.179,0.087,0.733,-0.15454545454545454,0.15724181818181815,Positive
Editorial: Generative AI is an energy hog and that could hurt progress fighting climate change (via @latimesopinion ) https://t.co/E35MAGaqXb,https://x.com/latimesopinion/status/1824034559832232157,latimesopinion,-0.25,0.198,0.238,0.565,0.0,-0.15,Negative
The ABA recently released its first formal opinion covering the growing use of generative AI in the practice of law. Check out Wisconsin's legal blogging community at WisLawNOW com Link in our bio. https://t.co/z0cXx5P6Ch H/t U.W. Law Library @u https://t.co/QGVXgHZKHF https://t.co/hidIxTHtDK,https://x.com/StateBarofWI/status/1825911498088014002,StateBarofWI,0.296,0.076,0.0,0.924,0.15,0.23759999999999998,Positive
Generative AI still offers undiscovered opportunities to online advertisers https://t.co/DyJfVjUFee #Opinion https://t.co/a9mBxNQ70e,https://x.com/TheDrum/status/1835559643306918338,TheDrum,0.3818,0.191,0.0,0.809,0.1,0.26908,Positive
now i would love to read an opinion piece written by a generative artist about artists who work with ai i guess they would say 'storytelling is boring; art doesn't have to have a message',https://x.com/postanika/status/1813700143830700178,postanika,0.4404,0.118,0.065,0.817,-0.25,0.16423999999999997,Positive
Artists should ask loudly for a seat at the table. The public needs to consider how exploitative &amp; dangerous generative AI is. A platform like Oprah would go a long way in public opinion about deepfakes data scraping job displacement environmental &amp; economic issues.,https://x.com/EZE3D/status/1829542041875014112,EZE3D,-0.1531,0.056,0.07,0.874,-0.09285714285714285,-0.12900285714285714,Negative
American Bar Association Issues Formal Opinion on Use of Generative AI Tools https://t.co/OgolBIaEI4 https://t.co/ZeMipLHr3K,https://x.com/NatLawPrivacy/status/1823834625992745012,NatLawPrivacy,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Generative AI is fake AI. There is no intelligence in it. Zilch. The claim that it's a stepping stone to AGI is a total scam that is designed to sell GPUs and influence stock prices. True AGI will work like the brain. The AI community is notoriously clueless about the brain.,https://x.com/TrueAIHound/status/1763278216188629481,TrueAIHound,-0.4767,0.136,0.186,0.679,-0.05000000000000001,-0.30602,Negative
Unpopular opinion but I think it's way more difficult to use Generative AI in an area where you are a rank beginner than in a field where you have some subject matter expertise in. For example you can ask GPT-4 to build you a front end but if you don't know anything about,https://x.com/jasonprompts/status/1657942076976422912,jasonprompts,-0.5483,0.022,0.071,0.907,-0.24166666666666667,-0.4256466666666667,Negative
ABA Issues Formal Ethics Opinion on Use of Generative AI Tools https://t.co/RJSPffIniw | by @MBHB,https://x.com/Law_Practice/status/1825964084816404644,Law_Practice,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Generative AI is something everyone has an opinion on even if they aren't very familiar with the technology. Invoke CEO Kent Keirsey explained how generative AI can solve specific business challenges at one of our most popular Tech Talks. https://t.co/Hvz2UKNECk #TechTalk #AI https://t.co/es5f7P2Nvu,https://x.com/method_inc/status/1854193350322110820,method_inc,0.6361,0.134,0.0,0.866,0.396875,0.5404100000000001,Positive
American Bar Association Issues Formal Opinion on Use of Generative AI Tools https://t.co/9C2A3Z7qbQ | by @RobinsonCole,https://x.com/Law_Practice/status/1823820166016422174,Law_Practice,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
The ABA ethics committee has issued its first formal opinion on generative AI. Key points: competency confidentiality and fees. https://t.co/lJ1lSjdY80,https://x.com/LexisNexis/status/1818300666592289198,LexisNexis,0.0,0.0,0.0,1.0,0.125,0.05,Neutral
PAUL W. BENNETT: Who s confronting the generative AI hype and hazards in N.S. schools? https://t.co/2cp8tBOJoi,https://x.com/chronicleherald/status/1831710205777768458,chronicleherald,-0.1531,0.0,0.103,0.897,0.0,-0.09186000000000001,Neutral
Are generative AI tools unlawful to use? https://t.co/lFys2Y2il2 #AI #ArtificialIntelligence #AITools #Softwaare #Hardware #technology #Business #Development #Podccast #Opinion,https://x.com/QS2Point/status/1857186748645937422,QS2Point,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
This is one way to describe my visceral frustration at all the trust and safety bullshit rules infecting every major generative AI tool. They're so sterilized and inhuman that all they can reliably produce are lame bowls of fruit.,https://x.com/CitizenAmedia/status/1853899023381360905,CitizenAmedia,-0.5574,0.122,0.195,0.683,-0.21875,-0.42194000000000004,Negative
Generative AI is causing excitement but not success for most enterprises. This needs to change quickly but it will take some work that enterprises may not be willing to do argues @DavidLinthicum https://t.co/0NDQuTKSw1,https://x.com/mjasay/status/1860402416924975440,mjasay,-0.7428,0.053,0.187,0.76,0.23333333333333334,-0.3523466666666667,Negative
Google returned a long list of obituaries for my brother but they were littered with inaccuracies writes Erik Frid. It was immediately clear that these obituaries were written by generative AI on behalf of the scammers who published them. #GlobeIdeas https://t.co/oTSEuIgHLT https://t.co/rCZdFCOlwx,https://x.com/GlobeOpinion/status/1835301926994432107,GlobeOpinion,0.5267,0.078,0.0,0.922,0.02500000000000001,0.32602,Positive
ABA Standing Committee on #Ethics and Professional Responsibility: Formal Opinion 512 -- on generative #AI tools: https://t.co/di54NQAx6I #ethics #law #tech h/t @ellgood,https://x.com/IEthics/status/1818782277230641414,IEthics,0.0,0.0,0.0,1.0,0.1,0.04000000000000001,Neutral
Revolutionizing education: How AI is transforming teaching in academia. The future of education lies in the integration of advanced technologies like Generative AI writes Tomer Zucker VP Marketing at D-ID. #Opinion https://t.co/1F0UaNnLua,https://x.com/Calcalistech/status/1853046808789799065,Calcalistech,0.1779,0.124,0.077,0.799,0.2,0.18674000000000002,Positive
Following the release of ABA Formal Opinion 512: Generative Artificial Intelligence Tools here's a roadmap of how we got here and an educational reference guide to the Era of Generative AI: https://t.co/o65417hDvB,https://x.com/RelativityHQ/status/1823489765779357910,RelativityHQ,0.4767,0.094,0.0,0.906,-0.11666666666666665,0.23935333333333333,Positive
Generative AI is now fueling a wave of infrastructure innovation. https://t.co/WzMV71ESaU,https://x.com/adage/status/1847667747972420015,adage,0.3818,0.224,0.0,0.776,0.0,0.22907999999999998,Positive
China seeks to leverage social media to influence domestic and foreign public opinion in its favor. New report explores how Beijing is using generative AI to advance this goal and what the U.S. and other democracies can do about it. ⤵ https://t.co/cclJ6sWhKc,https://x.com/RANDCorporation/status/1841342849213755862,RANDCorporation,0.4019,0.063,0.0,0.937,-0.013383838383838387,0.2357864646464646,Positive
Attention legal professionals! Haven't read ABA Formal Opinion 512 about Generative AI ethics yet? Don't worry I've put together an easy-to-read guide for you. As a legal AI expert and founder of LawDroid I know firsthand how overwhelming it can be to keep up with,https://x.com/lawdroid/status/1828820829389345179,lawdroid,0.5716,0.125,0.0,0.875,0.31666666666666665,0.46962666666666664,Positive
I want to speak about an important topic; Generative AI. Regarding this I would like to know your opinion. Do you support generative AI (i.e. AI-Artworks; AI-Text; AI-Videos; etc.)? If you do why do you? If you do not why do you not? My own opinion: Generative AI is dystopian,https://x.com/qJuuzouLoL/status/1853545308615065811,qJuuzouLoL,0.7808,0.167,0.0,0.833,0.5,0.66848,Positive
ABA issues formal ethics opinion on use of Generative AI tools proposing unique ethical requirements. How will this impact the legal industry? #AI #Ethics #LegalTech https://t.co/9KOX2FZufz,https://x.com/IpTopics/status/1825759731589198145,IpTopics,0.5859,0.167,0.0,0.833,0.2583333333333333,0.4548733333333333,Positive
ABA Issues Formal Ethics Opinion on Use of Generative AI Tools https://t.co/pmteBRzYym | by @MBHB,https://x.com/Privacy_Law/status/1825966373320929464,Privacy_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
ABA Issues Formal Ethics Opinion on Use of Generative AI Tools https://t.co/oD9M1T6lp3 | by @MBHB,https://x.com/BizAdvisories/status/1825966504317432264,BizAdvisories,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Heads up #Florida #lawyers! ICYMI SCOFL recently revised several provisions and comments in Chapter 4 of the Rules Regulating The Florida Bar eff. 10/28/2024 incl. changes directed to use of generative #AI. SC2024-0032 Opinion (https://t.co/x2SGOoSQeM),https://x.com/SMarstiller/status/1831055339166601485,SMarstiller,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
This Week in eDiscovery: Preserving Relevant Data on Video Game Consoles ABA Opinion on Generative AI https://t.co/ubPosj04nc | by @TrustArray,https://x.com/Law_Practice/status/1821601547421409330,Law_Practice,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
ABA Addresses Lawyer Generative AI Use: Key Takeaways from ABA's Latest Ethics Opinion https://t.co/fmS9ufsqVr,https://x.com/Law_Practice/status/1820837531291971938,Law_Practice,0.0,0.0,0.0,1.0,0.25,0.1,Neutral
Generative AI like ChatGPT reshapes education's relationship with technology. At SDSU we're empowering students and faculty to use it ethically enhancing learning and preparing for an AI-driven workforce write two professors. https://t.co/mjQqB2nsgq,https://x.com/sdutOpinion/status/1842626074129109081,sdutOpinion,0.3612,0.075,0.0,0.925,0.2,0.29672,Positive
ABA Issues Formal Ethics Opinion on Use of Generative AI Tools https://t.co/f9PtRdt2q0 | by @MBHB,https://x.com/Tech_Law/status/1825967386975158511,Tech_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
very unpopular opinion it seems but the use of any generative ai should disqualify something from a visual based award no matter how much of it is used lmao,https://x.com/KW4KFI4H/status/1861051723608985849,KW4KFI4H,0.8573,0.296,0.074,0.631,0.25,0.6143799999999999,Positive
#BusinessLawToday | Formal Opinion 512 organizes the legal ethics implications of lawyers using generative AI tools addressing topics from confidentiality to fees. Read: https://t.co/qTdjMrAwpV #BusinessLaw https://t.co/8iKyXJ1ulh,https://x.com/cleantechczar/status/1849470064258412585,cleantechczar,0.128,0.059,0.0,0.941,0.2,0.1568,Positive
Following the release of ABA Formal Opinion 512: Generative Artificial Intelligence Tools here's a roadmap of how we got here and an educational reference guide to the Era of Generative #AI: https://t.co/D8MYyWOVDT https://t.co/DTUWtDWKw5,https://x.com/RelativityHQ/status/1826621524192661766,RelativityHQ,0.4767,0.091,0.0,0.909,-0.11666666666666665,0.23935333333333333,Positive
With RIAA's help Sony Warner and Universal Music Group are suing generative AI platforms Suno and Udio. But it's not time to celebrate yet. https://t.co/T09h6JUq3L,https://x.com/MusicTechMag/status/1806683738740572345,MusicTechMag,-0.5715,0.063,0.189,0.748,0.0,-0.3429,Negative
The ABA Standing Committee on Ethics and Responsibility released its first formal opinion on generative AI. The opinion says that model rules related to competency informed consent confidentiality and fees principally apply. The Bar News has more info. https://t.co/r90a7ewCMM,https://x.com/TheFlaBar/status/1818641684495847727,TheFlaBar,0.2263,0.048,0.0,0.952,0.25,0.23578,Positive
Generative AI has become such an energy drain that utilities are extending plans for coal plants and Microsoft is building a gas facility. But it doesn't have to be that way. Tech firms should invest more in building power-efficient algorithms: https://t.co/BvUkixaRYT,https://x.com/parmy/status/1805985521388126429,parmy,0.1406,0.038,0.0,0.962,0.25,0.18436000000000002,Positive
American Bar Association Issues Formal Opinion on Use of Generative AI Tools https://t.co/R9VMtu0jKv | by @RobinsonCole,https://x.com/Privacy_Law/status/1823822431485894824,Privacy_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
American Bar Association Issues Formal Opinion on Use of Generative AI Tools https://t.co/mV5rA6ePUc | by @RobinsonCole,https://x.com/BizAdvisories/status/1823818675276931527,BizAdvisories,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
This has always been my opinion. While we can do some pretty amazing things with LLMs they are not human and cannot reason &gt; MIT robotics pioneer Rodney Brooks thinks people are vastly overestimating generative AI https://t.co/gDCUxI1RDd,https://x.com/jkowall/status/1807857204218741087,jkowall,0.7906,0.167,0.0,0.833,0.21250000000000002,0.55936,Positive
ABA issues ethics opinion on using generative AI Model Rule 1.1 require legal/technological competence Require reasonable understanding of Gen AI https://t.co/ifAhspu06a #AI #Ethics,https://x.com/nathanrosen/status/1818334039197061621,nathanrosen,0.0,0.0,0.0,1.0,0.2,0.08000000000000002,Neutral
Generative AI has the potential to revolutionize finance and banking and make these services more inclusive and in my opinion since AI propels efficiency and security it can also be instrumental in bridging economic disparities. rt @antgrasso #AI #finserv #fintech https://t.co/YJDkm2A1ko,https://x.com/DigitalMasterCh/status/1812951150750277951,DigitalMasterCh,0.5994,0.112,0.0,0.888,0.2333333333333333,0.45297333333333334,Positive
American Bar Association Issues Formal Opinion on Use of Generative AI Tools https://t.co/bPiauapGlp | by @RobinsonCole,https://x.com/Tech_Law/status/1823823940596457653,Tech_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
This Week in eDiscovery: Preserving Relevant Data on Video Game Consoles ABA Opinion on Generative AI https://t.co/wl2Sl0QoiF | by @TrustArray,https://x.com/Privacy_Law/status/1821604042587697164,Privacy_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
My Opinion on Figma's Generative AI Features: There's traditionally been a clear distinction in UX design between designers who excel in logical UX thinking and those who thrive in visual aesthetics. With the introduction of generative AI in Figma it seems that the former group,https://x.com/mtszwww/status/1806593075491254746,mtszwww,0.6808,0.118,0.0,0.882,0.07,0.43648,Positive
As we re entering the age of generative AI in my opinion what we need is an AI that generates songs for you. Just like you tell ChatGPT to write an essay or a story you d tell the AI to make a song for you based on a description - whether based on your composed melody or,https://x.com/mega_lithic/status/1839469905667654008,mega_lithic,0.3612,0.046,0.0,0.954,0.0,0.21672,Positive
